FAMI_ESTRATOVIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENESERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENEAUTOMOVIL;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONINTERNET;COLE_BILINGUE;COLE_JORNADA;PUNT_LECTURA_CRITICA;PUNT_MATEMATICAS;PUNT_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PUNT_INGLES;PUNT_GLOBAL;CALIFICACION
5;1;1;1;1;1;1;2;1;1;0;5;68;74;67;67;89;353;0
2;1;0;1;1;1;0;1;1;3;0;5;63;69;62;64;69;324;0
5;1;1;0;0;0;0;0;0;2;0;1;58;50;61;56;49;278;0
2;1;1;1;1;1;1;2;1;2;0;5;58;61;60;56;68;297;0
6;1;1;1;1;1;0;2;2;3;1;5;81;77;68;77;79;380;0
4;1;1;1;1;1;1;0;1;1;1;5;67;56;64;58;76;312;0
3;1;1;1;1;1;1;1;1;2;0;1;62;52;47;54;51;268;0
4;1;0;1;1;1;1;2;1;3;1;5;78;100;76;80;86;418;0
5;1;1;1;1;1;1;2;1;3;0;5;56;57;53;54;65;279;0
4;1;1;1;1;1;1;2;0;3;0;5;68;59;64;60;73;318;0
2;1;0;0;0;0;0;1;1;2;0;0;69;66;59;50;59;304;0
4;1;1;1;1;1;1;2;1;3;0;5;65;53;58;59;59;294;0
3;1;1;1;1;1;1;0;1;2;0;0;52;47;49;48;43;243;2
3;1;1;0;0;0;0;2;0;3;0;5;56;40;34;43;45;217;2
5;1;1;1;1;0;0;3;0;3;1;5;70;71;69;69;78;352;0
4;1;1;1;1;1;1;2;1;2;1;5;71;61;47;62;71;305;0
6;1;1;1;1;1;1;2;1;1;1;5;71;78;75;83;87;388;0
4;1;1;1;1;1;1;1;1;1;0;1;74;71;70;77;77;367;0
5;1;1;1;1;1;1;3;2;2;1;5;66;73;68;61;86;342;0
5;1;1;1;1;1;1;2;0;3;0;5;57;57;56;61;74;295;0
5;1;1;1;1;1;1;1;1;2;0;5;64;58;63;63;79;317;0
5;1;1;1;1;1;1;3;1;3;0;5;72;71;69;76;88;366;0
4;1;1;1;1;1;0;1;1;0;1;5;71;67;64;68;80;342;0
6;1;1;1;1;1;1;3;2;3;1;5;74;75;70;70;83;365;0
5;1;1;1;1;1;1;2;2;2;0;5;71;59;59;61;77;318;0
6;1;1;1;1;1;0;2;1;1;1;5;68;73;74;76;84;368;0
6;1;1;1;1;1;0;1;1;2;1;5;68;63;63;57;82;321;0
6;1;1;1;1;1;1;2;1;3;1;5;75;71;64;62;79;344;0
5;1;0;1;1;1;1;3;2;0;1;5;76;79;76;72;84;382;0
6;1;1;1;1;1;1;2;2;3;1;5;72;73;76;72;100;377;0
6;1;1;1;1;1;1;3;1;3;0;5;75;71;69;67;71;353;0
2;1;1;1;0;0;1;1;2;1;0;1;49;53;51;45;52;248;2
6;1;1;1;1;1;0;2;1;3;1;5;71;70;58;57;85;328;0
6;1;1;1;1;1;0;1;1;2;1;5;55;75;67;62;82;330;0
2;0;1;0;0;1;0;0;1;1;0;3;41;42;37;34;50;197;2
6;1;1;1;1;1;1;3;2;3;1;5;58;58;49;52;78;280;0
5;1;1;1;1;1;1;2;1;2;1;5;54;56;55;59;77;288;0
5;1;1;1;1;1;1;2;1;3;0;5;59;49;54;56;83;283;0
6;1;1;1;1;1;1;2;1;3;1;5;53;75;67;54;85;320;0
5;1;1;1;1;1;1;3;2;2;0;5;74;65;62;58;100;337;0
6;1;1;1;1;1;0;3;1;2;1;5;66;64;58;53;78;308;0
4;1;1;1;1;1;1;0;2;3;0;5;62;67;59;65;79;322;0
6;1;1;1;1;1;1;2;1;3;1;5;64;62;54;60;68;303;0
5;1;1;1;1;1;1;2;0;3;1;5;64;71;58;63;85;328;0
6;1;1;1;1;1;1;2;2;2;1;5;66;61;57;55;78;306;0
5;1;1;1;1;1;0;1;1;2;1;5;60;55;50;48;77;275;0
3;1;1;1;1;1;1;1;0;2;0;5;66;64;67;67;73;333;0
3;1;1;1;1;1;0;0;2;2;0;5;75;69;65;74;72;354;0
2;1;0;0;0;0;0;0;1;2;0;1;54;57;57;50;50;271;0
5;1;1;1;1;1;1;0;2;3;0;5;60;56;54;53;62;281;0
4;1;1;1;1;1;1;1;1;2;0;1;55;60;69;46;75;294;0
5;1;1;1;1;1;1;2;2;2;0;5;63;64;72;63;84;335;0
5;1;1;1;1;1;1;2;2;3;1;5;77;72;73;64;80;361;0
4;1;1;1;1;1;1;3;2;3;0;5;56;42;45;37;74;236;2
6;1;1;1;1;1;1;2;2;3;0;5;70;65;64;65;76;334;0
5;1;1;1;1;1;0;2;1;2;0;5;67;62;61;63;78;322;0
5;1;1;1;1;0;1;0;0;1;0;1;43;51;43;49;47;233;2
1;1;1;1;1;1;0;3;1;1;0;5;62;54;58;57;68;293;0
5;1;1;1;1;1;0;2;1;1;0;5;64;75;65;62;75;336;0
4;1;1;1;1;1;1;0;1;3;0;5;59;66;53;42;56;275;0
2;1;1;1;0;1;0;3;0;3;1;5;66;64;66;61;76;326;0
4;1;1;1;1;1;1;3;1;2;0;1;58;58;54;65;67;297;0
4;1;1;1;1;0;1;3;0;2;0;5;66;70;68;67;76;342;0
4;1;1;1;1;0;0;2;1;2;0;5;56;63;61;59;62;300;0
2;1;1;1;1;1;1;0;1;2;0;5;64;58;57;55;55;291;0
4;1;1;1;1;1;1;2;1;3;0;1;66;71;67;52;70;322;0
3;1;1;1;1;0;0;0;1;2;0;5;64;58;51;58;71;294;0
5;1;1;1;1;1;0;1;1;2;1;5;67;65;66;64;74;331;0
4;1;1;1;1;1;1;3;1;2;0;5;70;64;63;67;100;343;0
5;1;1;1;1;1;0;2;1;3;0;5;75;70;75;73;76;367;0
4;1;1;0;0;1;0;1;2;4;0;5;53;40;48;56;42;243;2
4;1;1;1;1;1;1;2;1;1;0;1;67;54;65;70;73;323;0
6;1;1;1;1;1;1;2;1;2;0;5;66;69;63;65;68;330;0
5;1;1;1;1;1;0;2;1;3;1;5;65;73;69;61;80;340;0
4;1;1;1;1;1;0;2;0;2;0;5;69;63;66;77;72;345;0
6;1;1;1;1;1;1;2;2;3;1;5;64;59;64;54;75;307;0
4;1;1;1;1;1;1;1;1;1;0;5;57;48;47;49;63;256;0
3;1;1;1;1;1;1;2;1;3;0;1;70;68;62;61;60;324;0
2;1;1;1;1;1;1;0;1;3;0;1;63;56;64;60;73;308;0
6;1;1;1;1;1;1;0;2;1;1;5;67;57;55;49;69;290;0
6;1;1;1;1;1;1;2;2;3;1;5;64;62;51;59;77;302;0
6;1;1;1;1;1;1;2;2;3;1;5;61;58;60;56;69;298;0
3;1;1;1;1;1;1;2;2;3;1;5;69;73;71;68;87;358;0
3;1;1;1;1;1;0;2;1;1;0;5;50;50;54;49;65;259;0
3;1;1;1;1;0;0;0;2;1;0;5;64;60;60;57;57;300;0
3;1;1;1;1;1;1;0;1;1;0;0;53;42;37;46;44;222;2
6;1;1;1;1;1;1;2;1;3;1;5;67;69;67;68;88;347;0
5;1;1;1;1;1;1;1;1;3;1;5;67;75;68;71;73;352;0
6;1;1;1;1;1;1;3;1;1;1;5;56;51;56;44;78;269;0
5;1;1;1;1;1;1;3;2;3;1;5;63;65;62;57;75;314;0
5;1;1;1;1;1;1;1;0;2;0;5;70;73;63;59;100;344;0
5;1;1;1;1;1;0;2;2;3;1;5;65;64;58;57;79;312;0
6;1;1;1;1;1;1;3;2;2;1;5;68;78;67;73;83;362;0
3;1;1;1;1;1;1;2;1;2;0;5;62;54;59;57;73;296;0
4;1;1;1;1;1;0;2;1;2;1;5;64;74;72;69;100;360;0
4;1;1;1;1;1;1;3;0;3;1;5;71;62;62;63;75;327;0
4;1;1;1;1;1;1;2;0;2;0;5;65;65;62;61;76;321;0
6;1;1;1;1;1;0;2;2;1;1;5;66;76;72;63;81;351;0
5;1;1;1;1;1;1;3;1;0;0;5;70;73;68;61;100;352;0
5;1;1;1;1;1;1;1;2;3;0;5;63;65;67;62;72;324;0
4;1;1;1;1;1;1;3;2;1;0;5;68;75;70;72;75;358;0
4;1;1;1;1;1;1;2;0;2;1;5;72;77;76;76;87;381;0
5;1;1;1;1;1;1;3;2;3;0;5;70;66;65;67;84;342;0
3;1;1;1;1;1;1;3;1;2;0;5;76;74;72;69;100;374;0
5;1;1;1;1;1;1;2;1;3;0;5;62;64;58;56;74;305;0
6;1;1;1;1;1;1;1;1;3;0;1;50;44;42;30;52;212;2
4;1;1;1;1;1;0;2;1;2;0;5;68;66;60;67;69;328;0
3;1;1;1;0;1;1;2;1;2;0;5;64;68;63;70;69;332;0
3;1;1;1;1;1;1;2;2;2;0;5;66;62;60;60;80;317;0
3;1;1;1;1;1;1;2;2;2;0;5;64;68;56;60;76;315;0
6;1;1;1;1;1;1;1;2;1;1;5;78;72;70;73;80;369;0
5;1;1;1;1;1;1;2;2;1;0;5;75;70;67;73;88;363;0
6;1;1;1;1;1;0;3;1;2;1;5;69;68;64;66;85;341;0
6;1;1;1;1;1;1;1;2;1;1;5;56;57;54;42;82;273;0
0;1;1;1;1;1;1;1;2;3;0;5;44;61;43;35;85;244;2
4;1;1;1;1;1;1;0;0;2;0;5;56;51;54;40;68;258;0
5;1;1;1;1;1;0;2;2;2;1;5;66;67;60;60;75;321;0
3;1;1;1;0;1;1;3;1;0;0;1;63;63;63;59;68;312;0
1;1;1;0;0;0;0;1;2;4;0;1;44;40;37;42;36;202;2
2;1;1;1;1;1;1;1;1;0;0;0;52;58;53;46;45;258;0
4;1;1;1;1;1;1;2;1;3;0;5;73;71;71;65;87;357;0
3;1;1;1;0;1;0;2;0;3;1;5;69;71;67;57;84;337;0
2;1;1;1;1;1;1;3;1;3;1;5;64;69;63;71;80;339;0
5;1;1;1;1;1;1;3;1;3;1;5;100;100;72;75;88;434;0
4;1;1;1;1;0;1;1;2;3;0;5;62;68;55;56;75;307;0
6;1;1;1;1;1;1;2;2;3;1;5;67;63;60;63;82;323;0
6;1;1;1;1;1;1;2;1;3;1;5;58;67;75;69;75;339;0
5;1;0;1;1;1;1;0;2;3;1;5;70;67;63;56;76;325;0
4;1;1;1;1;1;1;2;2;3;0;5;70;60;64;64;81;329;0
4;1;1;1;1;1;1;1;2;1;0;5;57;50;46;49;58;255;0
4;1;1;1;1;1;0;1;2;2;0;1;70;61;63;57;70;317;0
4;1;1;1;1;1;1;2;2;3;0;5;66;47;51;64;54;284;0
3;1;1;1;1;1;1;2;1;2;0;1;68;66;60;65;59;322;0
4;1;1;1;1;1;1;0;1;1;0;5;68;66;70;68;71;341;0
4;1;1;1;1;1;0;3;1;3;1;5;77;79;73;66;82;372;0
5;1;1;1;1;1;1;3;2;3;0;5;66;71;69;63;85;343;0
4;1;1;1;1;1;0;0;2;2;0;5;59;58;59;50;60;284;0
3;1;1;1;1;1;0;2;0;2;0;5;62;70;59;54;52;303;0
4;1;1;1;1;1;0;1;1;1;0;1;49;42;42;41;52;221;2
4;1;1;1;1;1;0;0;1;3;0;5;64;66;61;55;69;310;0
3;1;1;1;1;1;0;0;0;1;1;5;75;72;71;75;100;377;0
6;1;1;1;1;1;1;2;1;2;1;5;65;73;71;63;83;346;0
2;1;1;1;1;0;0;1;2;0;0;5;53;52;50;53;49;259;0
6;1;1;1;1;1;1;3;1;3;0;5;74;73;71;78;77;371;0
2;1;1;1;1;1;1;1;1;2;0;0;66;64;67;64;61;325;0
5;1;1;1;1;1;1;2;1;2;0;5;59;58;59;52;58;285;0
6;1;1;1;1;0;0;2;0;2;1;5;69;68;69;62;86;342;0
4;1;1;1;1;1;1;3;1;3;1;5;72;75;69;70;86;363;0
4;1;1;1;1;1;1;3;1;2;1;5;73;75;58;59;83;338;0
5;1;1;1;1;1;0;3;1;1;1;5;54;66;57;54;75;295;0
6;1;1;1;1;1;1;3;2;3;1;5;74;67;67;69;86;353;0
4;1;1;1;1;1;1;3;2;3;1;5;65;61;65;63;81;324;0
6;1;1;1;1;1;1;3;1;3;1;5;63;68;60;60;71;317;0
5;1;1;1;1;1;1;2;1;2;1;5;75;75;75;76;88;381;0
6;1;1;1;1;1;1;2;1;2;1;5;69;68;62;63;80;333;0
5;1;1;1;1;1;1;2;1;2;0;5;71;75;67;67;86;356;0
6;1;1;1;1;1;1;2;1;3;0;5;60;59;60;57;73;300;0
6;1;1;1;1;1;0;0;2;3;1;5;66;63;50;59;76;304;0
3;1;1;0;1;1;1;1;2;3;0;3;53;54;56;51;60;270;0
5;1;1;1;1;1;1;2;0;3;0;0;48;50;46;45;70;245;2
4;1;1;1;1;0;0;1;1;3;0;5;61;51;56;62;64;290;0
5;1;1;1;1;1;1;1;1;0;1;5;59;65;56;66;77;313;0
4;1;1;1;1;1;1;2;2;3;0;5;48;38;38;39;56;210;2
6;1;1;1;1;1;1;3;2;1;1;5;63;77;72;72;83;360;0
3;1;1;1;1;1;0;0;1;3;1;5;67;66;62;56;75;318;0
4;1;1;1;1;1;1;3;2;2;0;5;49;52;52;51;65;260;0
4;1;1;1;1;1;1;3;2;0;0;5;61;64;59;53;63;298;0
6;1;1;1;1;1;1;2;1;3;0;5;63;67;66;59;80;325;0
6;1;1;1;1;1;0;2;1;2;1;5;64;51;52;63;77;295;0
5;1;1;1;1;1;1;2;0;2;0;5;55;48;49;35;76;245;2
5;1;1;1;1;1;1;2;1;3;1;5;77;61;64;63;86;339;0
6;1;1;1;1;1;1;3;2;2;1;5;75;78;69;69;86;369;0
4;1;1;1;1;1;0;2;1;2;0;5;73;74;81;66;75;368;0
3;1;1;1;1;1;1;1;1;1;0;2;62;59;66;54;65;303;0
3;1;1;1;1;1;1;0;1;2;0;1;65;73;68;63;71;338;0
4;1;1;1;1;1;1;2;2;2;0;1;75;67;67;72;68;350;0
5;1;1;1;1;1;1;3;1;2;0;5;70;78;70;72;81;366;0
4;1;1;1;1;1;0;2;1;3;0;5;76;80;74;73;82;381;0
5;1;1;1;1;1;1;1;2;2;1;5;81;83;78;100;88;428;0
2;1;0;1;1;1;0;3;2;2;0;5;64;72;68;73;45;337;0
4;1;1;1;1;1;1;1;2;3;0;5;42;52;40;39;49;218;2
3;1;1;1;1;1;1;2;1;2;0;5;52;42;43;45;57;232;2
2;1;1;1;0;0;1;0;1;2;0;5;66;69;61;67;54;324;0
3;1;1;1;1;1;0;0;2;3;0;1;51;42;50;42;48;232;2
3;1;1;1;1;1;0;3;1;3;0;5;70;62;69;61;73;330;0
6;1;1;1;1;1;0;3;2;1;0;5;71;64;59;62;80;326;0
5;1;1;1;1;0;0;2;0;0;0;5;65;100;76;77;79;397;0
4;1;1;1;1;1;0;1;1;2;0;5;66;58;56;65;78;313;0
3;1;1;1;1;1;0;2;1;2;0;5;68;62;63;66;65;324;0
4;1;1;1;1;1;1;2;0;3;0;1;57;52;47;38;42;240;2
6;1;1;1;1;1;1;2;1;2;1;5;72;68;60;62;80;333;0
4;1;1;1;1;1;1;2;0;3;0;5;67;66;61;61;68;320;0
4;1;1;1;1;1;0;3;1;3;0;5;55;49;48;46;71;256;0
5;1;1;1;1;1;1;3;2;2;0;5;62;60;62;62;70;311;0
3;1;1;1;1;0;0;3;1;1;0;5;70;71;66;72;71;349;0
5;1;1;1;1;1;1;0;2;3;0;1;48;55;48;57;49;259;0
3;1;1;1;1;1;0;0;2;1;0;5;69;59;60;66;78;323;0
4;1;1;1;1;0;1;0;0;2;0;5;65;53;54;65;73;302;0
4;1;1;1;1;0;0;0;1;1;0;5;55;60;53;52;65;279;0
3;1;1;1;1;1;0;2;0;3;0;4;45;53;56;56;63;267;0
4;1;0;1;1;1;1;3;2;2;0;5;67;68;63;59;69;323;0
3;1;1;1;1;1;0;1;1;3;0;5;69;55;52;52;67;289;0
4;1;1;1;1;1;0;1;1;3;0;1;50;56;52;58;57;271;0
6;1;1;1;1;1;1;3;1;2;1;5;63;83;66;63;78;347;0
5;1;1;1;1;1;1;2;1;2;1;5;64;68;56;73;77;331;0
5;1;1;1;1;1;1;2;1;2;0;5;58;60;55;51;62;282;0
5;1;1;1;1;1;1;1;1;2;0;5;73;63;62;67;85;338;0
5;1;1;1;1;1;1;2;1;2;0;1;73;73;71;79;82;373;0
5;1;1;1;1;1;1;2;1;3;0;5;61;57;55;56;74;293;0
6;1;1;1;1;1;1;3;2;2;1;5;68;76;69;67;84;355;0
5;1;1;1;1;1;1;2;1;2;1;5;66;76;62;58;79;333;0
5;1;1;1;1;1;1;3;1;1;0;5;80;75;72;73;78;376;0
5;1;1;1;1;1;1;3;1;1;1;5;80;79;75;80;86;395;0
6;1;1;1;1;1;1;3;1;2;1;5;47;75;67;64;89;326;0
3;1;1;1;1;1;1;0;1;2;0;5;58;50;45;55;79;270;0
5;1;1;1;1;1;1;3;2;3;1;5;70;71;80;78;86;378;0
4;1;1;1;1;1;1;1;1;1;0;5;72;67;64;68;76;342;0
4;1;1;1;1;1;1;3;1;2;0;5;72;70;60;65;82;340;0
5;1;1;1;1;0;1;2;2;3;0;5;73;74;68;74;84;366;0
2;1;0;1;0;1;1;2;2;2;0;5;70;74;69;67;81;354;0
3;1;1;1;1;1;1;0;1;3;0;1;50;27;33;23;51;173;2
4;1;1;1;1;1;1;1;1;3;0;5;58;47;55;60;53;274;0
5;1;1;1;1;1;1;2;2;2;0;5;60;67;56;62;80;313;0
6;1;1;1;1;1;1;3;1;3;0;0;67;65;68;66;83;339;0
4;1;1;1;1;0;0;3;0;2;0;5;61;73;54;54;56;301;0
6;1;1;1;1;1;1;3;1;3;1;5;64;64;62;64;81;324;0
6;1;1;1;1;1;1;3;1;2;0;5;59;42;45;59;78;267;0
6;1;1;1;1;1;1;3;1;3;0;5;65;66;67;66;80;335;0
6;1;1;1;1;1;1;2;1;2;1;5;70;83;69;76;81;375;0
6;1;1;1;1;1;1;2;2;3;1;5;74;75;65;73;77;361;0
4;1;1;1;1;1;1;2;1;3;1;5;72;62;66;76;76;348;0
5;1;1;1;1;1;1;3;1;2;1;5;77;81;69;75;88;382;0
4;1;1;1;1;1;1;3;2;3;1;5;68;63;68;61;82;332;0
6;1;1;1;1;1;1;2;1;2;1;5;66;65;67;67;80;337;0
6;1;1;1;1;1;1;2;1;3;1;5;68;62;69;66;78;336;0
6;1;1;1;1;1;0;0;1;3;1;5;72;76;71;63;83;357;0
5;1;1;1;1;1;0;0;1;3;0;5;67;63;64;70;75;333;0
4;1;1;1;1;1;0;2;0;1;0;5;70;68;64;62;70;332;0
5;1;1;1;1;1;1;2;2;3;1;5;71;100;76;80;88;411;0
5;1;1;1;1;1;0;2;1;2;0;5;69;73;73;75;75;363;0
5;1;1;1;1;1;0;2;1;2;1;5;76;82;75;79;100;398;0
3;1;1;1;1;1;1;0;1;3;0;1;59;51;53;59;47;274;0
4;1;1;1;1;0;0;1;1;3;0;1;53;33;47;51;62;236;2
6;1;1;1;1;1;1;2;2;3;1;5;67;60;62;64;73;320;0
5;1;1;1;1;1;0;1;1;2;0;1;70;71;69;55;84;338;0
5;1;1;1;1;1;0;1;2;3;0;1;63;57;51;57;67;289;0
6;1;1;1;1;1;1;2;0;3;1;5;73;69;65;62;84;343;0
6;1;1;1;1;1;1;3;2;3;1;5;70;100;75;78;89;407;0
4;1;1;1;0;1;0;2;1;1;0;5;64;70;62;56;65;316;0
3;1;1;1;1;1;1;1;2;3;0;5;71;73;64;68;70;345;0
6;1;1;1;1;1;1;3;2;2;1;5;70;74;65;68;78;350;0
3;1;1;1;1;1;1;2;1;2;0;5;78;68;76;74;85;374;0
6;1;1;1;1;1;0;3;2;1;0;5;58;60;41;50;79;272;0
4;1;1;1;1;1;0;2;1;2;0;5;68;57;61;70;80;326;0
4;1;1;1;1;1;0;2;2;2;1;5;71;72;68;62;85;348;0
2;1;1;1;1;1;1;2;1;3;0;5;74;100;77;76;100;416;0
5;1;1;1;1;1;1;2;1;2;1;1;77;77;73;69;100;380;0
4;1;1;1;1;1;1;2;2;3;0;5;67;70;64;77;82;352;0
4;1;1;1;1;1;1;3;2;2;1;5;54;59;54;50;75;279;0
6;1;1;1;1;1;1;2;1;3;0;5;63;62;56;57;100;313;0
4;1;1;1;1;1;0;2;1;2;0;5;60;57;55;46;66;277;0
3;1;1;1;1;1;1;0;1;3;0;1;54;58;47;54;46;263;0
3;1;1;1;1;1;0;2;0;2;0;1;54;50;48;53;62;260;0
6;1;1;1;1;1;1;1;1;1;0;5;76;75;74;67;100;375;0
5;1;1;1;1;0;0;1;1;1;0;1;49;50;51;56;52;258;0
4;1;1;1;1;1;1;3;2;1;1;5;70;76;75;67;78;362;0
2;1;1;1;0;1;1;0;0;3;0;5;66;57;66;63;66;316;0
4;1;1;1;1;1;1;2;2;2;0;5;68;74;64;66;74;342;0
4;1;0;1;1;1;1;0;2;2;0;5;48;51;48;40;61;239;2
2;1;1;1;0;1;0;0;0;3;0;5;65;73;66;61;70;333;0
5;1;1;1;1;1;0;2;2;2;1;5;70;77;71;64;83;357;0
5;1;1;1;0;1;0;2;2;0;0;5;65;70;61;61;69;323;0
6;1;1;1;1;1;1;3;2;3;1;5;61;58;51;53;64;282;0
5;1;1;1;1;1;1;3;2;1;0;5;66;62;63;58;81;318;0
5;1;1;1;1;1;1;2;1;2;1;5;73;69;63;65;80;342;0
6;1;1;1;1;1;0;2;1;3;1;5;59;64;66;67;82;327;0
4;1;1;1;1;1;1;3;1;3;0;5;72;80;70;72;84;372;0
6;1;1;1;1;1;1;2;2;1;0;5;43;49;40;42;75;230;2
6;1;1;1;1;1;1;2;2;3;1;5;67;77;67;58;88;344;0
6;1;1;1;1;1;1;3;1;3;0;5;70;68;69;64;84;345;0
6;1;1;1;1;1;1;3;2;1;0;5;63;62;61;59;83;315;0
6;1;1;1;1;1;0;3;2;2;1;5;67;74;63;69;100;353;0
5;1;1;1;1;1;1;1;1;2;1;5;71;74;68;76;90;368;0
6;1;1;1;1;1;1;3;1;3;1;5;51;45;43;48;75;245;2
4;1;1;1;1;1;1;3;2;3;0;0;60;48;45;55;54;261;0
3;1;1;1;1;1;0;3;1;2;0;5;75;47;66;69;90;331;0
3;1;1;1;1;0;1;2;1;0;0;1;59;58;50;59;54;282;0
5;1;1;1;1;1;1;2;0;3;1;5;49;53;50;34;74;243;2
6;1;1;1;1;1;1;3;2;3;1;5;71;77;72;72;81;368;0
5;1;1;1;1;1;1;2;2;2;1;5;64;58;59;43;78;288;0
5;1;1;1;1;1;1;2;2;2;1;5;63;67;57;55;82;311;0
6;1;1;1;1;1;1;2;2;3;1;5;68;61;66;62;84;329;0
5;1;1;1;1;1;1;1;1;3;0;5;56;63;60;50;69;291;0
5;1;1;1;1;1;1;2;2;2;0;1;58;52;50;47;49;258;0
5;1;1;1;1;1;1;2;1;2;0;5;68;65;65;70;60;332;0
4;1;1;1;1;1;1;2;1;1;1;5;62;63;60;61;80;315;0
4;1;1;1;1;1;0;2;1;3;1;5;69;71;68;69;80;350;0
5;1;1;1;1;1;1;0;2;3;0;5;52;58;51;58;67;278;0
3;1;1;1;1;0;0;0;1;3;0;5;68;67;67;68;86;345;0
4;1;1;1;0;1;1;2;2;3;0;0;74;76;70;79;85;378;0
5;1;0;1;1;1;1;1;1;3;0;5;58;52;54;32;56;248;2
3;1;1;1;1;1;1;2;0;3;0;5;65;76;72;63;66;344;0
6;1;1;1;1;1;1;3;1;2;0;5;63;74;74;63;85;349;0
3;1;1;1;1;0;0;0;1;2;0;1;64;47;53;57;58;277;0
5;1;1;1;1;1;1;3;1;2;1;5;46;51;44;48;82;250;2
3;1;1;1;1;1;0;2;0;0;0;2;72;73;65;57;56;330;0
4;1;1;1;1;1;1;2;1;3;0;5;63;62;63;55;57;302;0
4;1;1;1;1;1;1;2;2;3;0;5;62;68;58;54;67;305;0
5;1;1;1;1;1;0;3;1;0;1;5;58;66;64;60;76;315;0
5;1;1;1;1;1;1;3;2;3;0;5;71;74;66;61;68;340;0
4;1;1;1;1;1;1;2;1;3;0;5;75;76;63;64;81;352;0
3;1;1;1;1;1;1;0;1;2;0;5;48;49;46;41;43;229;2
3;1;1;1;0;0;1;1;1;3;0;1;71;65;64;67;71;335;0
4;1;1;1;1;1;1;2;1;3;1;5;76;73;68;68;83;361;0
6;1;1;1;1;1;1;3;1;1;1;5;68;66;71;75;100;362;0
5;1;1;1;1;1;1;3;0;2;1;5;77;77;69;68;84;368;0
2;1;1;1;1;1;1;3;1;2;1;5;71;75;76;65;88;365;0
3;1;1;1;1;1;1;2;0;1;0;5;75;80;69;74;86;377;0
5;1;1;1;1;1;1;1;1;3;0;5;47;64;68;52;56;288;0
4;1;1;1;1;1;1;2;1;3;0;5;63;53;50;28;83;256;0
4;1;1;1;1;1;1;0;1;2;0;5;69;57;64;67;77;326;0
2;1;1;1;1;1;0;0;1;2;0;5;64;53;52;48;45;268;0
6;1;1;1;0;1;1;2;1;3;0;5;52;55;51;43;57;254;0
4;1;1;1;1;1;0;2;2;2;1;5;65;67;65;67;77;334;0
6;1;1;1;1;1;1;1;1;2;0;5;59;61;65;62;80;316;0
5;1;1;1;1;1;1;3;1;2;0;5;65;49;58;56;80;294;0
4;1;1;1;1;0;0;2;1;2;0;5;77;75;69;79;83;378;0
3;1;1;1;1;1;1;1;2;3;0;1;63;59;57;57;70;299;0
6;1;1;1;1;1;1;3;2;2;0;5;72;74;74;73;84;370;0
4;1;1;1;1;1;1;2;1;3;0;5;69;58;67;61;82;326;0
5;1;1;1;1;1;1;3;1;2;1;5;66;76;75;72;100;372;0
6;1;1;1;1;1;1;3;2;3;1;5;74;71;68;71;83;360;0
6;1;1;1;1;1;0;2;1;2;1;5;71;64;62;63;83;332;0
5;1;1;1;1;1;1;3;1;3;1;5;72;64;64;54;79;323;0
5;1;1;1;1;1;1;3;2;3;1;5;71;68;69;65;100;353;0
4;1;1;1;1;1;1;0;0;0;1;5;65;60;62;60;83;317;0
6;1;1;1;1;1;1;2;2;1;1;5;71;83;68;74;85;374;0
6;1;1;1;1;1;1;2;1;3;0;5;65;48;61;64;80;305;0
3;1;1;1;1;1;0;1;2;0;0;1;40;54;44;47;55;235;2
4;1;1;1;1;1;1;2;1;3;0;1;65;53;58;53;71;292;0
5;1;1;1;1;1;1;3;2;2;0;1;71;63;62;64;78;330;0
3;1;1;1;1;0;1;0;1;2;0;5;67;60;58;53;58;297;0
5;1;1;1;1;0;0;0;0;0;0;5;70;63;58;61;68;317;0
3;1;1;1;0;0;0;3;2;3;0;5;65;66;72;62;70;333;0
4;1;1;1;1;1;0;2;1;3;0;5;72;68;71;70;79;355;0
5;1;1;1;1;1;1;2;1;2;0;5;52;56;50;48;72;265;0
2;1;1;0;0;1;0;1;1;2;0;5;56;62;47;39;45;253;0
3;1;1;1;1;1;0;1;2;2;0;1;46;42;49;44;50;228;2
3;1;1;0;0;1;0;2;0;2;0;1;51;43;41;43;47;223;2
5;1;1;1;1;1;0;2;2;3;1;5;73;79;100;76;85;411;0
2;1;1;1;1;1;1;0;1;3;0;5;60;63;54;53;66;291;0
4;1;1;1;1;1;1;2;1;2;0;5;55;52;59;54;59;277;0
2;1;1;1;1;0;0;1;1;2;0;4;49;60;51;51;42;260;0
4;1;1;1;1;1;1;2;1;2;0;5;63;59;59;66;79;315;0
6;1;1;1;1;1;1;2;2;3;0;5;66;72;71;70;84;354;0
2;1;1;0;0;0;0;1;1;2;0;1;59;54;45;47;55;258;0
5;1;1;1;1;1;1;0;1;3;0;5;67;60;58;57;73;307;0
4;1;0;1;1;1;0;3;2;3;0;5;66;55;54;67;79;310;0
5;1;1;1;1;1;1;2;1;2;1;5;71;73;72;72;100;371;0
4;1;1;1;1;1;0;2;1;3;1;5;72;71;72;76;78;366;0
