FAMI_ESTRATOVIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENESERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENEAUTOMOVIL;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONINTERNET;COLE_BILINGUE;COLE_JORNADA;PUNT_LECTURA_CRITICA;PUNT_MATEMATICAS;PUNT_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PUNT_INGLES;PUNT_GLOBAL;CALIFICACION
3;1;1;1;0;0;1;0;2;3;0;1;59;60;62;58;56;297;0
3;1;1;1;1;1;1;1;2;3;0;0;68;63;64;66;52;321;0
3;1;1;1;1;1;1;0;1;2;0;0;68;66;64;64;74;331;0
3;1;1;1;0;0;1;1;2;2;0;1;68;57;57;64;60;307;0
3;1;1;1;0;1;0;2;2;1;0;5;72;55;53;63;62;304;0
5;1;1;1;1;1;1;0;1;2;0;5;51;56;36;38;51;228;2
2;1;1;1;1;0;1;1;1;2;0;5;39;46;41;39;56;212;2
3;1;1;1;1;1;1;1;1;2;0;5;64;60;67;56;47;303;0
3;1;1;1;1;0;0;0;1;1;0;5;50;47;52;47;61;250;2
2;1;1;1;1;1;0;0;1;3;0;5;65;67;61;64;56;318;0
3;1;1;1;1;1;1;1;2;2;0;1;67;61;58;66;48;309;0
3;1;1;0;0;0;0;1;1;3;0;1;58;53;41;42;65;249;2
3;1;1;1;1;1;1;0;1;3;0;1;39;42;40;35;41;196;2
5;1;1;1;1;0;1;0;1;2;0;1;57;66;55;57;56;293;0
2;1;1;1;1;1;1;3;2;2;0;1;45;30;38;37;27;183;2
4;1;1;1;1;1;1;2;1;3;0;5;49;62;50;44;66;262;0
4;1;1;1;1;1;1;0;2;3;0;5;56;51;42;38;49;235;2
1;1;1;1;1;1;0;0;2;3;0;1;52;50;43;45;42;235;2
3;1;1;0;1;1;0;3;1;3;0;1;68;69;67;57;71;328;0
5;1;1;1;1;1;1;3;2;3;0;5;77;71;75;59;75;354;0
3;1;1;1;1;0;1;2;0;2;0;1;65;73;70;67;68;343;0
3;1;1;1;1;1;0;2;2;3;0;5;57;49;49;58;50;265;0
6;1;1;1;1;1;1;2;2;2;1;5;68;70;68;60;81;338;0
3;1;1;1;1;0;0;0;1;2;0;4;63;53;54;56;68;287;0
6;1;1;1;1;1;0;0;2;2;0;5;70;72;65;72;78;352;0
6;1;1;1;1;1;1;3;1;2;0;5;77;63;61;67;83;341;0
3;1;1;1;0;0;0;3;0;1;0;1;54;36;44;51;40;229;2
3;1;1;1;1;0;1;0;0;2;0;1;71;72;69;63;83;349;0
1;1;1;0;1;0;0;0;1;2;0;1;51;62;60;51;71;286;0
3;1;1;1;1;0;0;1;0;3;0;1;71;71;66;60;65;334;0
5;1;1;1;1;1;1;1;0;3;0;5;75;74;71;66;79;360;0
2;0;0;0;0;0;0;2;0;4;0;0;60;52;50;55;50;270;0
2;0;1;0;0;0;0;1;0;0;0;3;44;50;40;50;46;230;2
2;1;0;0;0;0;0;0;1;3;0;1;56;48;48;44;47;244;2
3;1;1;0;0;0;0;0;1;3;0;5;50;49;47;42;47;235;2
3;1;1;1;1;0;0;2;2;3;0;5;67;62;72;76;67;345;0
3;1;1;1;0;0;0;1;0;2;0;4;57;57;45;55;50;266;0
2;1;1;1;1;1;1;0;1;3;0;1;58;79;67;59;58;326;0
3;1;1;1;1;1;0;2;2;1;0;2;62;56;56;56;58;288;0
5;1;1;1;1;1;1;2;1;2;1;5;58;72;70;67;84;340;0
3;1;1;1;1;1;0;0;2;2;1;5;61;57;55;56;72;292;0
3;1;1;1;1;1;0;0;2;2;0;0;69;64;55;58;55;305;0
4;1;1;1;1;1;0;2;1;1;0;5;68;58;55;62;60;303;0
5;1;1;1;1;1;1;0;2;2;0;5;51;57;50;57;67;274;0
5;1;1;1;1;1;0;1;1;2;0;5;68;65;63;66;74;331;0
4;1;1;1;1;0;0;2;1;0;0;1;55;56;58;59;62;287;0
2;1;1;1;0;1;0;0;1;2;0;5;60;52;60;64;57;294;0
5;1;1;1;1;1;1;3;2;0;1;5;72;72;68;80;84;369;0
6;1;1;1;1;1;1;3;1;3;1;5;62;56;52;55;76;289;0
4;1;1;0;1;0;1;1;2;3;0;3;45;54;46;35;39;223;2
3;1;1;1;1;0;0;1;1;3;0;3;58;44;43;35;39;223;2
6;1;1;1;1;1;0;1;2;1;1;5;69;66;60;70;81;337;0
5;1;1;1;1;1;1;2;0;3;0;1;63;44;54;55;49;268;0
2;0;1;1;1;0;1;1;1;3;0;3;50;46;45;47;32;229;2
2;1;1;0;1;0;0;2;2;1;0;3;49;52;31;39;39;212;2
3;1;1;1;1;1;1;1;1;2;0;3;52;59;47;56;48;265;0
6;1;1;1;1;1;1;1;1;2;0;5;66;63;62;61;69;317;0
3;1;1;1;1;0;0;1;1;3;0;3;58;46;54;54;60;268;0
3;0;1;0;0;0;0;0;1;2;0;1;61;58;67;55;59;301;0
2;1;1;0;1;0;0;0;0;3;0;1;54;48;55;47;60;258;0
0;1;1;1;1;0;0;1;1;3;0;4;51;56;52;50;63;265;0
4;1;1;1;1;1;1;1;2;3;0;5;57;60;58;53;64;288;0
5;1;1;1;1;1;1;0;1;2;0;1;40;44;43;41;47;212;2
3;1;1;1;1;0;1;0;1;3;0;1;61;61;63;49;54;291;0
1;1;1;0;1;0;0;1;1;3;0;1;59;56;47;43;48;255;0
3;1;1;0;1;0;0;0;0;2;0;2;64;63;51;56;55;291;0
6;1;1;1;1;1;0;0;1;2;0;5;67;64;61;68;69;327;0
3;1;1;1;1;1;1;1;1;3;0;5;58;52;58;52;57;276;0
5;1;1;1;1;1;1;3;1;2;0;5;58;55;59;63;46;289;0
1;1;0;1;0;0;0;2;1;2;0;1;53;46;45;42;46;232;2
3;1;1;1;1;1;1;2;1;3;0;1;54;56;57;54;51;275;0
0;0;1;1;1;1;1;3;2;0;0;1;54;36;49;50;46;236;2
3;1;1;1;1;1;0;0;1;2;0;5;63;56;49;55;62;281;0
3;1;0;1;1;0;0;2;1;1;0;4;46;45;48;37;58;225;2
2;1;1;1;1;0;0;0;2;2;0;1;57;53;46;43;43;246;2
2;1;1;1;1;0;0;3;0;3;0;4;75;56;59;63;55;313;0
2;1;0;1;0;0;1;1;1;0;0;4;59;47;45;41;62;245;2
2;1;1;0;1;0;0;0;1;1;0;3;42;43;41;43;44;212;2
3;1;1;1;1;1;1;1;2;3;0;4;31;30;42;42;25;177;2
2;1;1;1;0;0;1;1;1;3;0;5;60;59;52;50;86;288;0
2;1;0;0;0;0;0;2;0;1;0;5;64;63;60;66;55;313;0
3;1;1;1;1;1;1;0;2;3;0;1;51;33;38;32;46;195;2
3;1;1;0;0;0;0;2;0;3;0;1;42;44;33;50;27;205;2
3;1;1;1;1;1;0;1;0;2;0;1;67;70;70;70;79;350;0
2;1;1;1;1;1;0;0;1;2;0;1;47;45;36;38;43;208;2
3;1;1;1;1;0;1;0;2;3;0;1;57;62;61;46;68;287;0
6;1;1;1;1;1;1;2;1;2;1;5;74;78;66;75;82;370;0
3;0;1;0;0;0;0;0;0;1;0;1;46;48;47;48;34;231;2
5;1;1;1;1;1;1;1;2;2;0;1;47;55;42;43;45;233;2
3;1;1;0;1;0;0;0;0;0;0;1;46;59;50;47;58;255;0
4;1;1;1;1;1;0;3;2;1;0;5;56;56;56;57;66;285;0
2;1;1;1;0;0;1;1;1;2;0;1;59;46;46;45;46;244;2
2;1;1;1;1;1;0;1;2;3;0;5;68;55;33;45;48;250;2
5;1;1;1;1;1;1;2;1;2;0;5;59;57;50;54;66;279;0
3;1;1;1;1;0;1;1;1;2;0;5;56;61;54;50;50;274;0
2;1;1;1;1;1;0;1;0;2;0;1;70;72;76;69;83;363;0
5;1;1;1;1;1;1;2;2;2;0;5;57;67;61;69;70;320;0
6;1;1;1;1;1;1;3;1;3;1;5;63;60;60;56;82;307;0
6;1;1;1;1;1;1;1;1;3;1;5;76;66;66;63;85;345;0
2;1;1;1;1;1;0;2;0;2;0;5;62;64;62;57;79;313;0
3;1;1;1;1;0;1;0;2;2;0;0;67;63;72;75;73;348;0
4;1;1;1;1;1;0;2;1;4;0;1;45;49;49;45;65;242;2
4;1;1;1;1;0;1;0;2;2;0;1;68;58;64;58;68;312;0
2;0;0;0;0;0;0;2;1;0;0;1;62;58;54;53;47;280;0
2;1;1;1;0;0;0;2;1;1;0;1;59;60;64;63;45;301;0
2;1;1;1;1;0;1;0;1;3;0;1;66;62;58;53;28;287;0
3;1;0;1;1;0;1;1;1;2;0;1;65;57;67;63;57;313;0
2;1;1;1;1;0;0;0;0;1;0;1;31;27;35;34;36;160;2
3;1;1;1;0;0;0;1;1;0;0;1;42;48;50;45;46;231;2
3;1;1;1;1;0;1;0;2;0;0;1;46;49;40;37;46;216;2
4;1;1;1;1;1;0;3;1;2;0;1;76;100;72;79;83;409;0
5;1;1;1;1;1;1;1;0;3;0;5;59;54;52;50;54;269;0
4;1;1;1;1;1;0;1;1;3;0;5;62;52;58;53;59;282;0
3;1;1;0;0;1;0;1;1;2;0;1;58;64;63;54;65;301;0
1;1;1;1;0;1;0;0;1;3;0;5;60;46;48;36;44;236;2
3;1;1;1;1;0;1;1;1;2;0;1;68;73;72;72;71;356;0
2;1;1;1;1;1;1;0;0;2;0;1;52;58;57;54;41;271;0
2;1;1;1;1;1;1;2;1;3;0;0;72;56;59;65;49;310;0
5;1;1;1;1;1;0;2;1;0;0;5;57;57;55;65;70;297;0
3;1;1;1;1;1;1;3;2;3;1;5;63;60;55;67;74;311;0
5;1;1;1;1;1;1;1;1;3;0;5;63;55;54;59;75;295;0
3;1;1;1;1;0;0;1;0;3;0;0;67;58;61;66;61;314;0
4;1;1;1;1;0;1;2;2;1;1;5;68;67;65;70;84;344;0
2;1;1;1;0;1;1;0;1;1;0;1;58;59;62;58;55;295;0
3;1;1;0;0;1;0;0;1;0;1;5;66;56;56;56;60;293;0
3;1;1;1;0;0;0;0;1;3;0;1;40;38;39;44;36;200;2
3;1;0;1;1;0;1;1;1;1;0;1;56;56;53;59;59;281;0
2;1;1;1;1;0;0;1;1;2;0;1;58;67;61;58;37;296;0
5;1;1;1;1;1;1;2;1;3;0;1;73;66;68;70;83;352;0
3;1;1;1;1;0;1;1;0;1;0;5;73;73;66;63;67;343;0
3;1;1;1;1;0;1;0;1;3;0;5;72;77;68;73;71;362;0
5;0;0;1;1;1;0;1;0;3;0;1;63;52;59;55;68;290;0
4;1;1;1;1;1;0;2;2;2;0;5;75;67;64;69;73;345;0
3;1;0;1;0;1;0;1;1;3;0;5;62;54;58;48;63;280;0
3;1;1;1;1;1;1;1;1;1;0;1;51;45;37;48;51;228;2
2;1;0;1;0;0;0;2;1;3;0;3;28;45;59;57;40;233;2
2;1;1;1;1;0;0;2;2;2;0;1;40;42;47;44;50;219;2
2;1;0;1;0;0;0;0;1;2;0;5;59;62;44;54;45;270;0
5;1;0;1;1;0;0;2;1;3;0;1;46;48;49;46;55;239;2
5;1;1;1;1;1;1;0;1;3;0;5;69;72;70;68;88;356;0
1;1;1;1;0;0;0;0;2;2;0;1;54;59;62;61;55;293;0
2;1;1;0;0;0;0;0;1;0;0;4;47;47;41;37;39;213;2
3;1;1;0;0;0;0;2;0;3;0;3;43;37;46;44;55;217;2
5;1;1;1;1;1;0;2;1;2;0;5;52;58;48;56;55;268;0
4;1;1;1;1;1;1;1;1;0;0;5;39;29;36;32;53;177;2
6;1;1;1;1;1;1;3;1;2;1;5;72;70;64;70;82;350;0
4;1;1;1;1;0;1;1;0;2;0;5;63;73;63;60;73;327;0
2;1;1;1;1;1;0;1;2;2;0;1;66;66;62;57;81;321;0
4;1;1;1;1;1;1;0;0;3;0;5;61;49;54;53;68;277;0
2;1;1;1;1;1;1;0;2;3;0;5;61;61;55;60;48;292;0
4;1;1;1;1;0;0;0;2;0;0;1;37;44;37;36;44;195;2
4;1;1;1;1;1;1;3;2;2;0;5;68;66;62;70;72;335;0
6;1;1;1;1;1;0;3;1;2;0;5;58;51;48;57;79;277;0
2;1;1;1;1;1;1;1;2;1;0;0;56;58;52;45;51;263;0
3;1;1;1;1;1;1;0;1;1;0;5;67;62;58;62;62;311;0
3;1;1;1;1;1;1;2;0;3;0;5;68;65;62;60;56;316;0
6;1;1;1;1;1;1;2;2;2;1;1;69;70;68;65;75;343;0
3;1;1;1;1;1;0;1;1;2;0;3;67;57;54;56;44;287;0
3;1;1;1;1;0;1;1;2;3;0;1;63;52;56;57;74;292;0
3;1;1;1;1;1;0;3;1;3;0;5;70;65;64;62;75;330;0
4;1;1;1;0;0;1;1;1;2;0;1;47;31;44;37;49;202;2
4;1;1;1;1;0;1;1;2;3;0;1;51;53;49;41;58;246;2
5;1;1;1;1;1;1;1;1;1;1;5;65;73;65;55;81;329;0
3;1;1;1;1;1;1;1;1;2;0;1;65;59;62;71;53;317;0
3;1;0;1;1;0;0;3;0;3;0;1;60;43;62;69;67;296;0
6;1;1;1;1;1;1;2;1;1;1;5;65;65;66;69;82;337;0
3;1;1;1;1;1;1;2;1;3;0;5;70;66;62;59;79;327;0
2;1;1;1;1;0;1;1;1;3;0;5;59;57;63;68;58;307;0
5;1;1;1;0;1;1;0;1;2;0;5;61;52;49;41;51;254;0
4;1;1;1;1;1;1;0;2;3;0;5;56;52;52;50;57;264;0
3;1;1;1;0;1;0;2;1;2;0;1;54;59;56;58;55;283;0
5;1;1;1;1;1;0;2;2;3;0;5;54;52;48;37;73;248;2
3;1;1;1;1;1;0;2;0;3;0;2;65;62;61;58;63;308;0
2;1;1;1;1;1;0;1;2;2;0;1;68;69;68;69;75;345;0
5;1;1;1;1;1;0;1;1;1;0;5;61;61;50;22;54;245;2
5;1;1;1;1;1;0;0;2;1;0;1;52;52;56;37;70;254;0
4;1;1;1;1;1;1;1;0;2;0;1;51;53;50;49;50;253;0
4;1;1;1;1;0;0;0;2;1;0;5;52;49;49;52;48;252;0
3;1;1;1;1;1;1;1;1;2;0;5;57;63;52;42;50;266;0
3;1;1;1;1;0;1;0;2;2;0;5;66;67;64;60;46;314;0
3;1;1;1;0;1;0;1;1;0;0;5;62;69;64;75;74;340;0
0;1;0;1;0;1;1;1;1;3;0;4;49;34;34;42;45;201;2
2;1;1;1;1;1;1;1;2;1;0;1;37;40;43;33;35;190;2
4;1;1;1;1;1;1;1;1;2;0;5;64;60;60;55;76;305;0
3;1;1;1;0;1;0;2;2;3;0;5;62;54;57;59;54;288;0
2;1;1;0;0;0;0;0;1;1;0;0;57;57;54;37;56;258;0
2;1;1;1;1;1;0;0;1;1;0;0;63;62;61;59;47;301;0
2;1;1;1;1;0;0;1;2;2;0;1;51;33;40;43;41;208;2
4;1;1;1;1;0;1;1;1;2;0;1;44;32;39;34;48;190;2
1;1;0;1;0;0;0;2;1;2;0;3;52;46;47;34;43;223;2
4;1;1;1;1;1;1;1;0;3;1;5;59;58;66;64;73;313;0
3;1;1;1;1;0;1;2;1;1;0;1;70;54;60;63;64;310;0
1;1;0;0;0;0;0;1;1;1;0;1;58;49;53;48;37;254;0
4;1;1;1;1;0;0;1;1;2;0;0;62;62;47;52;58;280;0
3;1;1;1;1;1;0;2;1;2;0;5;63;66;61;58;70;313;0
5;1;1;1;1;1;1;2;1;3;0;5;59;61;67;67;74;322;0
3;1;1;1;1;1;1;2;1;3;0;5;64;62;62;71;60;322;0
2;1;1;1;1;1;1;1;2;2;0;1;69;59;56;61;72;310;0
5;1;1;1;1;1;1;0;2;2;0;5;77;71;70;70;100;371;0
3;1;1;1;1;1;0;1;1;2;0;1;61;51;51;53;80;280;0
6;1;1;1;1;1;1;0;2;3;1;5;60;61;56;49;74;289;0
3;1;1;1;1;0;0;2;0;2;0;1;59;53;54;52;54;272;0
4;1;1;1;1;0;0;0;1;3;0;1;73;27;58;65;100;296;0
3;1;1;1;1;0;1;2;1;3;0;2;58;54;54;67;68;295;0
3;1;1;1;1;0;1;0;1;0;0;0;67;59;57;48;75;295;0
2;1;1;0;1;0;0;0;1;1;0;4;54;56;47;45;54;254;0
3;1;1;1;1;1;1;1;1;2;0;4;55;62;45;49;54;264;0
4;1;1;1;1;1;1;2;0;1;0;1;71;60;68;64;65;328;0
3;0;1;0;1;0;0;1;2;1;0;1;39;22;38;30;34;162;2
5;1;1;1;1;1;1;2;2;3;0;5;73;65;68;70;75;347;0
2;1;1;1;0;0;0;0;1;3;0;1;55;49;47;48;50;249;2
3;1;1;1;1;1;1;1;1;0;0;1;47;51;49;46;42;239;2
3;1;1;1;1;0;0;0;0;3;0;5;70;51;51;66;65;300;0
3;1;1;1;0;0;0;1;0;3;0;1;73;62;59;56;53;309;0
5;1;1;1;1;1;0;2;0;2;0;1;67;56;50;44;53;271;0
3;1;1;1;0;1;0;1;1;2;0;5;62;56;57;39;70;274;0
5;1;0;0;1;1;1;1;0;3;0;1;40;38;26;36;47;180;2
2;1;1;1;1;1;1;1;1;3;0;5;68;57;57;55;58;296;0
4;1;1;1;1;1;1;2;1;3;0;1;57;55;57;59;58;285;0
4;1;1;1;1;1;1;2;1;3;0;5;74;66;64;58;100;341;0
3;1;1;1;0;1;0;2;1;2;0;1;62;60;65;67;73;321;0
6;1;1;1;1;1;1;1;1;2;1;5;68;62;62;57;79;318;0
3;1;1;1;1;0;0;0;2;2;0;1;56;49;41;49;55;246;2
1;1;1;0;1;0;0;1;1;2;0;4;52;43;46;55;39;241;2
1;1;0;1;0;0;0;1;1;3;0;1;40;24;41;29;38;169;2
3;1;1;1;1;1;0;2;1;3;0;1;65;62;61;49;54;294;0
2;1;1;1;0;0;1;1;1;2;0;1;42;59;47;38;50;234;2
3;1;1;1;1;1;0;1;2;2;0;3;35;38;32;26;41;167;2
3;1;1;0;1;0;0;0;1;1;0;4;52;47;49;52;49;250;2
3;1;1;1;1;1;0;1;2;1;0;4;36;41;39;42;45;200;2
3;1;1;1;1;1;0;2;0;2;0;5;70;59;61;68;75;327;0
4;1;1;1;1;0;1;0;1;2;0;5;58;63;59;58;71;302;0
1;1;1;0;0;0;0;1;1;2;0;4;43;47;34;33;48;200;2
5;1;1;1;0;1;1;3;1;3;0;5;61;62;57;57;76;303;0
5;1;1;1;1;1;1;2;1;2;0;5;52;46;53;31;56;232;2
2;1;1;1;1;1;0;1;1;1;1;5;57;42;48;41;64;242;2
5;1;1;1;1;1;0;1;1;1;0;5;60;58;59;50;73;290;0
2;1;1;0;1;0;0;2;0;3;0;1;53;56;48;50;47;257;0
3;1;1;1;1;0;0;2;0;1;0;2;70;69;68;68;65;342;0
2;1;1;1;1;1;0;0;2;3;0;2;48;55;48;33;49;231;2
3;1;1;1;0;1;0;0;2;1;0;5;59;58;57;60;56;292;0
4;1;1;1;1;1;1;0;2;3;0;5;60;52;59;57;74;292;0
3;1;1;1;1;0;0;2;1;3;0;5;62;53;60;59;61;293;0
3;1;1;1;1;1;1;2;1;2;0;5;71;68;62;60;77;331;0
4;1;1;1;1;1;0;1;1;3;0;5;48;37;48;28;46;203;2
6;1;1;1;1;1;1;0;2;2;0;5;59;57;52;45;79;276;0
4;1;1;1;1;1;0;3;1;2;1;5;79;82;76;80;83;398;0
4;1;1;1;1;1;1;2;1;3;0;5;67;67;60;67;77;331;0
2;1;1;1;1;1;0;0;0;3;0;1;57;60;60;54;64;291;0
4;1;1;0;0;0;0;0;1;0;0;5;59;63;48;52;57;278;0
4;1;0;0;1;0;0;0;1;2;0;5;72;71;71;71;71;356;0
3;1;1;1;1;1;1;2;2;3;0;0;64;66;61;58;48;306;0
3;1;1;1;0;0;0;0;1;2;0;1;56;49;54;54;48;264;0
3;1;1;1;0;0;0;1;1;1;0;3;36;46;30;29;48;181;2
3;1;1;1;1;0;1;0;1;2;0;3;45;43;36;31;41;195;2
5;1;1;1;1;1;0;0;0;2;0;5;67;72;68;66;69;342;0
2;1;0;1;0;0;0;2;0;3;0;5;68;72;66;61;65;333;0
3;1;1;1;1;1;1;2;1;3;0;5;74;68;63;68;76;344;0
3;1;1;1;1;0;0;0;1;2;0;1;61;56;57;58;51;287;0
6;1;1;1;1;1;1;3;2;2;1;5;56;67;54;59;84;305;0
5;1;1;1;1;1;1;1;2;2;0;5;51;45;54;48;71;256;0
1;1;1;1;1;0;0;0;1;2;0;1;43;37;34;32;32;181;2
3;1;1;1;1;0;0;1;1;3;0;3;61;59;51;51;47;274;0
3;1;1;1;1;1;1;2;1;2;0;5;65;70;66;61;72;330;0
3;1;1;1;1;1;1;1;1;2;0;5;58;64;66;65;63;316;0
3;1;1;1;1;0;0;1;1;2;0;1;63;60;59;61;60;303;0
3;1;1;1;1;1;1;1;1;2;0;5;73;68;63;66;70;338;0
2;1;1;1;1;0;0;0;0;3;0;5;53;61;59;47;52;274;0
4;1;1;1;1;1;0;2;1;1;0;5;69;76;71;65;64;349;0
3;1;1;0;0;1;0;0;1;2;1;5;73;73;74;71;70;363;0
4;1;1;1;1;1;1;2;2;0;0;1;52;48;44;41;54;234;2
3;1;1;1;1;1;1;0;2;3;0;1;43;55;32;31;47;204;2
5;1;1;1;1;1;1;0;2;3;1;5;67;69;61;56;81;323;0
6;1;1;1;1;1;1;2;1;1;1;5;71;73;71;65;86;356;0
4;1;1;1;1;1;1;0;1;4;0;5;59;29;53;58;70;257;0
1;1;0;0;0;1;0;0;1;2;0;5;66;66;61;52;71;310;0
5;1;1;0;0;0;0;0;1;3;0;1;62;56;39;60;51;270;0
5;1;1;1;0;1;0;3;0;4;1;5;74;79;72;75;79;377;0
4;1;1;0;0;1;0;2;1;3;0;5;63;66;64;58;67;315;0
4;1;1;1;1;0;0;0;1;3;0;1;56;31;32;24;48;183;2
2;1;1;1;1;1;0;0;1;2;0;1;63;58;63;52;54;293;0
3;1;1;1;0;0;1;0;1;0;0;4;56;54;58;48;53;270;0
5;1;1;1;1;1;1;2;1;1;0;5;70;77;77;65;83;365;0
4;1;1;1;1;1;0;1;1;2;0;5;72;75;68;68;78;357;0
2;1;1;1;1;1;1;2;2;2;0;5;62;60;61;61;58;304;0
6;1;1;1;1;1;1;2;2;3;1;5;41;52;38;29;69;211;2
2;1;1;0;0;1;0;0;0;1;0;1;55;51;56;54;44;266;0
3;1;1;1;1;0;0;1;1;2;0;5;57;51;49;50;52;259;0
4;1;1;1;1;1;1;0;2;3;0;1;55;52;53;52;56;266;0
3;1;1;1;1;0;1;2;1;2;0;5;55;61;50;45;53;264;0
3;1;1;1;1;1;0;1;1;3;0;1;44;54;56;44;55;250;2
2;1;0;0;0;0;0;2;1;1;0;4;37;35;39;33;34;179;2
3;1;1;1;0;0;0;2;1;1;0;4;46;55;43;34;29;217;2
1;1;0;0;1;0;0;1;1;1;0;1;62;52;55;46;52;268;0
3;1;1;1;0;0;0;2;1;3;0;4;46;55;40;55;46;244;2
4;1;1;1;1;1;1;3;2;2;0;4;45;50;53;50;56;250;2
4;1;1;1;1;1;1;2;2;3;0;4;48;41;41;41;49;216;2
5;1;1;1;1;1;1;1;2;2;0;5;62;50;51;48;56;265;0
1;0;0;0;0;0;0;0;1;3;0;3;38;43;31;36;32;183;2
6;1;1;1;1;1;0;2;1;3;0;5;70;74;67;72;82;358;0
3;1;1;1;0;0;0;0;1;2;0;3;62;58;55;51;62;285;0
3;1;1;1;0;1;1;0;1;3;1;5;58;64;59;59;54;298;0
3;1;1;1;1;0;0;2;1;2;0;1;70;69;65;71;77;347;0
6;1;1;1;1;1;1;1;2;0;0;5;74;70;66;70;79;353;0
4;1;1;1;1;1;1;2;1;2;0;5;71;63;64;60;54;318;0
3;1;1;1;1;0;0;1;2;3;0;1;64;61;56;65;69;310;0
5;1;1;1;1;0;1;0;2;2;1;5;72;73;67;74;100;368;0
5;1;1;1;1;1;0;3;1;3;1;5;66;62;69;65;88;336;0
3;1;1;1;0;1;1;1;2;1;0;1;61;60;66;59;66;309;0
2;1;1;1;1;0;0;1;0;1;0;3;51;50;37;36;32;213;2
0;1;1;0;1;0;0;0;2;2;0;1;45;41;41;28;44;196;2
3;1;1;1;1;0;0;2;1;3;0;4;54;48;51;44;64;252;0
4;1;1;1;1;1;1;2;2;1;0;3;45;47;42;30;46;207;2
2;1;1;1;0;0;0;0;1;3;0;3;59;36;54;54;48;253;0
5;1;1;1;1;1;1;2;2;3;0;5;47;53;46;48;61;247;2
3;1;0;1;1;1;1;0;1;2;0;1;34;35;38;37;43;183;2
4;1;1;1;1;1;1;2;1;4;0;1;33;38;34;39;54;187;2
1;1;0;1;0;0;0;0;1;3;0;5;53;54;53;58;37;266;0
4;1;1;1;1;1;0;1;1;2;0;1;63;60;61;57;81;309;0
4;1;1;1;1;1;1;2;2;2;0;1;66;58;59;52;53;292;0
3;1;1;1;1;1;1;2;2;3;0;1;63;55;59;54;71;294;0
5;1;1;1;1;1;0;3;0;3;0;5;70;63;63;63;69;325;0
2;1;0;0;0;0;0;3;1;1;0;4;53;59;58;53;50;277;0
2;1;1;1;0;0;0;0;1;0;0;5;57;48;48;51;50;255;0
3;1;1;1;1;1;0;2;0;2;0;5;54;60;53;47;47;265;0
4;1;1;1;1;1;1;2;1;2;0;5;61;57;53;51;62;280;0
2;1;1;1;1;0;0;1;0;3;0;5;67;71;68;64;55;333;0
6;1;1;1;1;1;1;2;1;3;1;5;60;56;55;51;100;295;0
3;1;0;1;1;1;1;0;1;1;0;1;50;44;47;42;49;230;2
4;1;1;1;1;1;1;1;2;2;0;5;55;60;48;31;65;249;2
2;0;0;0;0;0;0;1;1;1;0;1;48;48;41;36;47;218;2
6;1;1;1;1;1;1;2;1;2;0;5;55;63;58;63;83;308;0
5;1;1;1;1;1;0;1;1;2;0;5;62;64;60;62;73;314;0
3;1;1;1;0;1;0;0;0;1;0;1;70;61;62;62;65;319;0
5;1;1;1;1;1;1;0;1;3;0;5;66;45;48;51;79;273;0
3;1;1;1;1;1;1;1;2;3;0;1;48;49;43;36;65;228;2
3;1;1;1;1;0;0;2;2;3;0;2;54;59;46;55;50;266;0
3;1;1;1;0;0;0;0;1;0;1;5;71;71;71;67;75;352;0
3;1;1;1;1;1;0;1;1;2;0;1;79;75;71;80;74;380;0
5;1;1;1;1;1;1;0;2;2;0;1;50;51;46;35;47;228;2
6;1;1;1;1;1;1;3;1;2;1;5;67;68;63;72;79;342;0
2;1;1;1;0;0;0;0;1;2;0;4;59;58;58;52;53;282;0
6;1;1;1;1;1;1;2;1;3;1;5;63;62;58;56;66;301;0
6;1;1;1;1;1;1;2;1;3;1;5;70;37;65;56;85;296;0
4;1;1;1;0;0;0;2;1;3;0;1;72;71;65;65;72;343;0
2;0;1;0;0;0;0;0;1;0;0;1;41;44;41;39;36;204;2
1;0;1;1;1;1;0;1;2;1;0;4;43;49;36;31;47;202;2
2;1;1;1;1;1;0;0;2;2;0;1;46;51;48;26;47;215;2
5;1;1;1;1;1;1;2;1;2;1;5;66;68;62;71;100;347;0
4;1;1;1;1;1;0;0;2;2;0;1;49;51;47;48;61;248;2
1;0;0;0;0;0;0;0;0;1;0;1;58;48;53;51;51;262;0
5;1;1;1;1;1;1;2;1;3;0;5;56;60;51;44;62;267;0
3;1;1;1;1;1;1;2;1;3;0;1;65;64;53;60;66;305;0
2;1;1;1;1;1;0;0;1;3;0;1;43;36;35;38;39;190;2
3;1;0;1;0;1;0;2;1;1;0;5;65;58;59;62;76;311;0
6;1;1;1;0;0;0;1;1;1;0;5;73;65;66;75;79;352;0
3;1;1;1;0;1;1;2;1;2;0;1;58;45;48;43;40;239;2
4;1;1;1;1;1;1;0;1;2;0;1;57;63;69;61;57;310;0
3;1;1;1;0;1;0;1;1;1;0;5;59;57;50;59;52;280;0
6;1;1;1;1;1;1;0;0;2;0;1;60;54;51;53;63;276;0
